history:SM/DEWPOINT_Total

Timestamp,Trend Flags,Status,Value (psi)
10-Jan-26 8:30:00 AM ICT,{ },{ok},0.0000
10-Jan-26 8:45:00 AM ICT,{ },{ok},0.0000
10-Jan-26 9:00:00 AM ICT,{ },{ok},0.0000
10-Jan-26 9:15:00 AM ICT,{ },{ok},0.0000
10-Jan-26 9:30:00 AM ICT,{ },{ok},0.0000
10-Jan-26 9:45:00 AM ICT,{ },{ok},0.0000
10-Jan-26 10:00:00 AM ICT,{ },{ok},0.0000
10-Jan-26 10:15:00 AM ICT,{ },{ok},0.0000
10-Jan-26 10:30:00 AM ICT,{ },{ok},0.0000
10-Jan-26 10:45:00 AM ICT,{ },{ok},0.0000
10-Jan-26 11:00:00 AM ICT,{ },{ok},0.0000
10-Jan-26 11:15:00 AM ICT,{ },{ok},0.0000
10-Jan-26 11:30:00 AM ICT,{ },{ok},0.0000
10-Jan-26 11:45:00 AM ICT,{ },{ok},0.0000
10-Jan-26 12:00:00 PM ICT,{ },{ok},0.0000
10-Jan-26 12:15:00 PM ICT,{ },{ok},0.0000
10-Jan-26 12:30:00 PM ICT,{ },{ok},0.0000
10-Jan-26 12:45:00 PM ICT,{ },{ok},0.0000
10-Jan-26 1:00:01 PM ICT,{ },{ok},0.0000
10-Jan-26 1:15:00 PM ICT,{ },{ok},0.0000
10-Jan-26 1:30:00 PM ICT,{ },{ok},0.0000
10-Jan-26 1:45:00 PM ICT,{ },{ok},0.0000
10-Jan-26 2:00:01 PM ICT,{ },{ok},0.0000
10-Jan-26 2:15:00 PM ICT,{ },{ok},0.0000
10-Jan-26 2:30:01 PM ICT,{ },{ok},0.0000
10-Jan-26 2:45:00 PM ICT,{ },{ok},0.0000
10-Jan-26 3:00:00 PM ICT,{ },{ok},0.0000
10-Jan-26 3:15:00 PM ICT,{ },{ok},0.0000
10-Jan-26 3:30:00 PM ICT,{ },{ok},0.0000
10-Jan-26 3:45:00 PM ICT,{ },{ok},0.0000
10-Jan-26 4:00:01 PM ICT,{ },{ok},0.0000
10-Jan-26 4:15:01 PM ICT,{ },{ok},0.0000
10-Jan-26 4:30:00 PM ICT,{ },{ok},0.0000
10-Jan-26 4:45:00 PM ICT,{ },{ok},0.0000
10-Jan-26 5:00:00 PM ICT,{ },{ok},0.0000
10-Jan-26 5:15:00 PM ICT,{ },{ok},0.0000
10-Jan-26 5:30:00 PM ICT,{ },{ok},0.0000
10-Jan-26 5:45:00 PM ICT,{ },{ok},0.0000
10-Jan-26 6:00:00 PM ICT,{ },{ok},0.0000
10-Jan-26 6:15:01 PM ICT,{ },{ok},0.0000
10-Jan-26 6:30:00 PM ICT,{ },{ok},0.0000
10-Jan-26 6:45:00 PM ICT,{ },{ok},0.0000
10-Jan-26 7:00:00 PM ICT,{ },{ok},0.0000
10-Jan-26 7:15:00 PM ICT,{ },{ok},0.0000
10-Jan-26 7:30:00 PM ICT,{ },{ok},0.0000
10-Jan-26 7:45:00 PM ICT,{ },{ok},0.0000
10-Jan-26 8:00:00 PM ICT,{ },{ok},0.0000
10-Jan-26 8:15:00 PM ICT,{ },{ok},0.0000
10-Jan-26 8:30:00 PM ICT,{ },{ok},0.0000
10-Jan-26 8:45:00 PM ICT,{ },{ok},0.0000
10-Jan-26 9:00:00 PM ICT,{ },{ok},0.0000
10-Jan-26 9:15:00 PM ICT,{ },{ok},0.0000
10-Jan-26 9:30:00 PM ICT,{ },{ok},0.0000
10-Jan-26 9:45:01 PM ICT,{ },{ok},0.0000
10-Jan-26 10:00:00 PM ICT,{ },{ok},0.0000
10-Jan-26 10:15:00 PM ICT,{ },{ok},0.0000
10-Jan-26 10:30:00 PM ICT,{ },{ok},0.0000
10-Jan-26 10:45:00 PM ICT,{ },{ok},0.0000
10-Jan-26 11:00:00 PM ICT,{ },{ok},0.0000
10-Jan-26 11:15:00 PM ICT,{ },{ok},0.0000
10-Jan-26 11:30:00 PM ICT,{ },{ok},0.0000
10-Jan-26 11:45:00 PM ICT,{ },{ok},0.0000
11-Jan-26 12:00:00 AM ICT,{ },{ok},0.0000
11-Jan-26 12:15:00 AM ICT,{ },{ok},0.0000
11-Jan-26 12:30:00 AM ICT,{ },{ok},0.0000
11-Jan-26 12:45:00 AM ICT,{ },{ok},0.0000
11-Jan-26 1:00:00 AM ICT,{ },{ok},0.0000
11-Jan-26 1:15:00 AM ICT,{ },{ok},0.0000
11-Jan-26 1:30:00 AM ICT,{ },{ok},0.0000
11-Jan-26 1:45:00 AM ICT,{ },{ok},0.0000
11-Jan-26 2:00:00 AM ICT,{ },{ok},0.0000
11-Jan-26 2:15:00 AM ICT,{ },{ok},0.0000
11-Jan-26 2:30:00 AM ICT,{ },{ok},0.0000
11-Jan-26 2:45:00 AM ICT,{ },{ok},0.0000
11-Jan-26 3:00:00 AM ICT,{ },{ok},0.0000
11-Jan-26 3:15:00 AM ICT,{ },{ok},0.0000
11-Jan-26 3:30:00 AM ICT,{ },{ok},0.0000
11-Jan-26 3:45:00 AM ICT,{ },{ok},0.0000
11-Jan-26 4:00:00 AM ICT,{ },{ok},0.0000
11-Jan-26 4:15:00 AM ICT,{ },{ok},0.0000
11-Jan-26 4:30:00 AM ICT,{ },{ok},0.0000
11-Jan-26 4:45:00 AM ICT,{ },{ok},0.0000
11-Jan-26 5:00:00 AM ICT,{ },{ok},0.0000
11-Jan-26 5:15:00 AM ICT,{ },{ok},0.0000
11-Jan-26 5:30:00 AM ICT,{ },{ok},0.0000
11-Jan-26 5:45:00 AM ICT,{ },{ok},0.0000
11-Jan-26 6:00:00 AM ICT,{ },{ok},0.0000
11-Jan-26 6:15:00 AM ICT,{ },{ok},0.0000
11-Jan-26 6:30:00 AM ICT,{ },{ok},0.0000
11-Jan-26 6:45:00 AM ICT,{ },{ok},0.0000
11-Jan-26 7:00:00 AM ICT,{ },{ok},0.0000
11-Jan-26 7:15:00 AM ICT,{ },{ok},0.0000
11-Jan-26 7:30:00 AM ICT,{ },{ok},0.0000
11-Jan-26 7:45:00 AM ICT,{ },{ok},0.0000
11-Jan-26 8:00:00 AM ICT,{ },{ok},0.0000
11-Jan-26 8:15:00 AM ICT,{ },{ok},0.0000
11-Jan-26 8:30:00 AM ICT,{ },{ok},0.0000
11-Jan-26 8:45:00 AM ICT,{ },{ok},0.0000
11-Jan-26 9:00:00 AM ICT,{ },{ok},0.0000
11-Jan-26 9:15:00 AM ICT,{ },{ok},0.0000
11-Jan-26 9:30:00 AM ICT,{ },{ok},0.0000
11-Jan-26 9:45:00 AM ICT,{ },{ok},0.0000
11-Jan-26 10:00:00 AM ICT,{ },{ok},0.0000
11-Jan-26 10:15:00 AM ICT,{ },{ok},0.0000
11-Jan-26 10:30:00 AM ICT,{ },{ok},0.0000
11-Jan-26 10:45:00 AM ICT,{ },{ok},0.0000
11-Jan-26 11:00:01 AM ICT,{ },{ok},0.0000
11-Jan-26 11:15:00 AM ICT,{ },{ok},0.0000
11-Jan-26 11:30:00 AM ICT,{ },{ok},0.0000
11-Jan-26 11:45:00 AM ICT,{ },{ok},0.0000
11-Jan-26 12:00:00 PM ICT,{ },{ok},0.0000
11-Jan-26 12:15:01 PM ICT,{ },{ok},0.0000
11-Jan-26 12:30:00 PM ICT,{ },{ok},0.0000
11-Jan-26 12:45:00 PM ICT,{ },{ok},0.0000
11-Jan-26 1:00:00 PM ICT,{ },{ok},0.0000
11-Jan-26 1:15:00 PM ICT,{ },{ok},0.0000
11-Jan-26 1:30:00 PM ICT,{ },{ok},0.0000
11-Jan-26 1:45:00 PM ICT,{ },{ok},0.0000
11-Jan-26 2:00:00 PM ICT,{ },{ok},0.0000
11-Jan-26 2:15:00 PM ICT,{ },{ok},0.0000
11-Jan-26 2:30:00 PM ICT,{ },{ok},0.0000
11-Jan-26 2:45:00 PM ICT,{ },{ok},0.0000
11-Jan-26 3:00:00 PM ICT,{ },{ok},0.0000
11-Jan-26 3:15:00 PM ICT,{ },{ok},0.0000
11-Jan-26 3:30:00 PM ICT,{ },{ok},0.0000
11-Jan-26 3:45:00 PM ICT,{ },{ok},0.0000
11-Jan-26 4:00:00 PM ICT,{ },{ok},0.0000
11-Jan-26 4:15:00 PM ICT,{ },{ok},0.0000
11-Jan-26 4:30:00 PM ICT,{ },{ok},0.0000
11-Jan-26 4:45:01 PM ICT,{ },{ok},0.0000
11-Jan-26 5:00:00 PM ICT,{ },{ok},0.0000
11-Jan-26 5:15:00 PM ICT,{ },{ok},0.0000
11-Jan-26 5:30:01 PM ICT,{ },{ok},0.0000
11-Jan-26 5:45:00 PM ICT,{ },{ok},0.0000
11-Jan-26 6:00:00 PM ICT,{ },{ok},0.0000
11-Jan-26 6:15:00 PM ICT,{ },{ok},0.0000
11-Jan-26 6:30:00 PM ICT,{ },{ok},0.0000
11-Jan-26 6:45:00 PM ICT,{ },{ok},0.0000
11-Jan-26 7:00:00 PM ICT,{ },{ok},0.0000
11-Jan-26 7:15:00 PM ICT,{ },{ok},0.0000
11-Jan-26 7:30:00 PM ICT,{ },{ok},0.0000
11-Jan-26 7:45:00 PM ICT,{ },{ok},0.0000
11-Jan-26 8:00:00 PM ICT,{ },{ok},0.0000
11-Jan-26 8:15:00 PM ICT,{ },{ok},0.0000
11-Jan-26 8:30:00 PM ICT,{ },{ok},0.0000
11-Jan-26 8:45:00 PM ICT,{ },{ok},0.0000
11-Jan-26 9:00:00 PM ICT,{ },{ok},0.0000
11-Jan-26 9:15:01 PM ICT,{ },{ok},0.0000
11-Jan-26 9:30:00 PM ICT,{ },{ok},0.0000
11-Jan-26 9:45:00 PM ICT,{ },{ok},0.0000
11-Jan-26 10:00:01 PM ICT,{ },{ok},0.0000
11-Jan-26 10:15:00 PM ICT,{ },{ok},0.0000
11-Jan-26 10:30:00 PM ICT,{ },{ok},0.0000
11-Jan-26 10:45:00 PM ICT,{ },{ok},0.0000
11-Jan-26 11:00:00 PM ICT,{ },{ok},0.0000
11-Jan-26 11:15:00 PM ICT,{ },{ok},0.0000
11-Jan-26 11:30:00 PM ICT,{ },{ok},0.0000
11-Jan-26 11:45:00 PM ICT,{ },{ok},0.0000
12-Jan-26 12:00:00 AM ICT,{ },{ok},0.0000
12-Jan-26 12:15:00 AM ICT,{ },{ok},0.0000
12-Jan-26 12:30:00 AM ICT,{ },{ok},0.0000
12-Jan-26 12:45:00 AM ICT,{ },{ok},0.0000
12-Jan-26 1:00:00 AM ICT,{ },{ok},0.0000
12-Jan-26 1:15:00 AM ICT,{ },{ok},0.0000
12-Jan-26 1:30:00 AM ICT,{ },{ok},0.0000
12-Jan-26 1:45:00 AM ICT,{ },{ok},0.0000
12-Jan-26 2:00:00 AM ICT,{ },{ok},0.0000
12-Jan-26 2:15:00 AM ICT,{ },{ok},0.0000
12-Jan-26 2:30:00 AM ICT,{ },{ok},0.0000
12-Jan-26 2:45:00 AM ICT,{ },{ok},0.0000
12-Jan-26 3:00:00 AM ICT,{ },{ok},0.0000
12-Jan-26 3:15:00 AM ICT,{ },{ok},0.0000
12-Jan-26 3:30:00 AM ICT,{ },{ok},0.0000
12-Jan-26 3:45:00 AM ICT,{ },{ok},0.0000
12-Jan-26 4:00:00 AM ICT,{ },{ok},0.0000
12-Jan-26 4:15:01 AM ICT,{ },{ok},0.0000
12-Jan-26 4:30:01 AM ICT,{ },{ok},0.0000
12-Jan-26 4:45:00 AM ICT,{ },{ok},0.0000
12-Jan-26 5:00:00 AM ICT,{ },{ok},0.1250
12-Jan-26 5:15:00 AM ICT,{ },{ok},0.1250
12-Jan-26 5:30:00 AM ICT,{ },{ok},0.1250
12-Jan-26 5:45:00 AM ICT,{ },{ok},0.3750
12-Jan-26 6:00:00 AM ICT,{ },{ok},0.3750
12-Jan-26 6:15:00 AM ICT,{ },{ok},0.5000
12-Jan-26 6:30:00 AM ICT,{ },{ok},0.5000
12-Jan-26 6:45:00 AM ICT,{ },{ok},0.6250
12-Jan-26 7:00:00 AM ICT,{ },{ok},1.0000
12-Jan-26 7:15:00 AM ICT,{ },{ok},1.3750
12-Jan-26 7:30:00 AM ICT,{ },{ok},1.2500
12-Jan-26 7:45:00 AM ICT,{ },{ok},1.6250
12-Jan-26 8:00:00 AM ICT,{ },{ok},1.3750
12-Jan-26 8:15:00 AM ICT,{ },{ok},1.2500
12-Jan-26 8:30:00 AM ICT,{ },{ok},1.5000
12-Jan-26 8:45:00 AM ICT,{ },{ok},1.2500
12-Jan-26 9:00:00 AM ICT,{ },{ok},1.1250
12-Jan-26 9:15:00 AM ICT,{ },{ok},1.5000
12-Jan-26 9:30:00 AM ICT,{ },{ok},1.7500
12-Jan-26 9:45:00 AM ICT,{ },{ok},2.5000
12-Jan-26 10:00:00 AM ICT,{ },{ok},2.5000
12-Jan-26 10:15:00 AM ICT,{ },{ok},5.1250
12-Jan-26 10:30:00 AM ICT,{ },{ok},6.5000
12-Jan-26 10:45:00 AM ICT,{ },{ok},1.8750
12-Jan-26 11:00:00 AM ICT,{ },{ok},1.5000
12-Jan-26 11:15:00 AM ICT,{ },{ok},1.0000
12-Jan-26 11:30:00 AM ICT,{ },{ok},2.3750
12-Jan-26 11:45:00 AM ICT,{ },{ok},2.2500
12-Jan-26 12:00:00 PM ICT,{ },{ok},2.3750
12-Jan-26 12:15:00 PM ICT,{ },{ok},2.7500
12-Jan-26 12:30:00 PM ICT,{ },{ok},2.8750
12-Jan-26 12:45:00 PM ICT,{ },{ok},2.8750
12-Jan-26 1:00:00 PM ICT,{ },{ok},0.7500
12-Jan-26 1:15:00 PM ICT,{ },{ok},0.7500
12-Jan-26 1:30:00 PM ICT,{ },{ok},0.8750
12-Jan-26 1:45:00 PM ICT,{ },{ok},1.0000
12-Jan-26 2:00:00 PM ICT,{ },{ok},2.3750
12-Jan-26 2:15:00 PM ICT,{ },{ok},2.5000
12-Jan-26 2:30:00 PM ICT,{ },{ok},2.5000
12-Jan-26 2:45:00 PM ICT,{ },{ok},1.3750
12-Jan-26 3:00:00 PM ICT,{ },{ok},1.0000
12-Jan-26 3:15:00 PM ICT,{ },{ok},2.5000
12-Jan-26 3:30:00 PM ICT,{ },{ok},3.0000
12-Jan-26 3:45:00 PM ICT,{ },{ok},0.0000
12-Jan-26 4:00:01 PM ICT,{ },{ok},0.0000
12-Jan-26 4:15:00 PM ICT,{ },{ok},0.0000
12-Jan-26 4:30:00 PM ICT,{ },{ok},0.0000
12-Jan-26 4:45:00 PM ICT,{ },{ok},0.0000
12-Jan-26 5:00:00 PM ICT,{ },{ok},0.2500
12-Jan-26 5:15:00 PM ICT,{ },{ok},0.2500
12-Jan-26 5:30:00 PM ICT,{ },{ok},0.2500
12-Jan-26 5:45:00 PM ICT,{ },{ok},0.2500
12-Jan-26 6:00:01 PM ICT,{ },{ok},0.2500
12-Jan-26 6:15:00 PM ICT,{ },{ok},0.2500
12-Jan-26 6:30:00 PM ICT,{ },{ok},0.2500
12-Jan-26 6:45:00 PM ICT,{ },{ok},0.2500
12-Jan-26 7:00:00 PM ICT,{ },{ok},0.2500
12-Jan-26 7:15:00 PM ICT,{ },{ok},0.2500
12-Jan-26 7:30:00 PM ICT,{ },{ok},0.2500
12-Jan-26 7:45:00 PM ICT,{ },{ok},0.1250
12-Jan-26 8:00:00 PM ICT,{ },{ok},0.0000
12-Jan-26 8:15:00 PM ICT,{ },{ok},0.0000
12-Jan-26 8:30:00 PM ICT,{ },{ok},0.0000
12-Jan-26 8:45:00 PM ICT,{ },{ok},0.0000
12-Jan-26 9:00:00 PM ICT,{ },{ok},0.0000
12-Jan-26 9:15:00 PM ICT,{ },{ok},0.0000
12-Jan-26 9:30:00 PM ICT,{ },{ok},0.0000
12-Jan-26 9:45:00 PM ICT,{ },{ok},0.0000
12-Jan-26 10:00:00 PM ICT,{ },{ok},0.0000
12-Jan-26 10:15:01 PM ICT,{ },{ok},0.0000
12-Jan-26 10:30:01 PM ICT,{ },{ok},0.0000
12-Jan-26 10:45:00 PM ICT,{ },{ok},0.0000
12-Jan-26 11:00:00 PM ICT,{ },{ok},0.0000
12-Jan-26 11:15:00 PM ICT,{ },{ok},0.0000
12-Jan-26 11:30:00 PM ICT,{ },{ok},0.0000
12-Jan-26 11:45:00 PM ICT,{ },{ok},0.1250
13-Jan-26 12:00:00 AM ICT,{ },{ok},0.1250
13-Jan-26 12:15:00 AM ICT,{ },{ok},0.2500
13-Jan-26 12:30:00 AM ICT,{ },{ok},0.2500
13-Jan-26 12:45:01 AM ICT,{ },{ok},0.2500
13-Jan-26 1:00:00 AM ICT,{ },{ok},0.3750
13-Jan-26 1:15:00 AM ICT,{ },{ok},0.3750
13-Jan-26 1:30:00 AM ICT,{ },{ok},0.3750
13-Jan-26 1:45:00 AM ICT,{ },{ok},0.3750
13-Jan-26 2:00:00 AM ICT,{ },{ok},0.3750
13-Jan-26 2:15:01 AM ICT,{ },{ok},0.3750
13-Jan-26 2:30:00 AM ICT,{ },{ok},0.3750
13-Jan-26 2:45:00 AM ICT,{ },{ok},0.3750
13-Jan-26 3:00:00 AM ICT,{ },{ok},0.3750
13-Jan-26 3:15:00 AM ICT,{ },{ok},0.5000
13-Jan-26 3:30:00 AM ICT,{ },{ok},0.5000
13-Jan-26 3:45:00 AM ICT,{ },{ok},0.6250
13-Jan-26 4:00:00 AM ICT,{ },{ok},1.2500
13-Jan-26 4:15:00 AM ICT,{ },{ok},0.8750
13-Jan-26 4:30:00 AM ICT,{ },{ok},0.8750
13-Jan-26 4:45:00 AM ICT,{ },{ok},0.7500
13-Jan-26 5:00:00 AM ICT,{ },{ok},1.1250
13-Jan-26 5:15:00 AM ICT,{ },{ok},1.6250
13-Jan-26 5:30:00 AM ICT,{ },{ok},1.2500
13-Jan-26 5:45:00 AM ICT,{ },{ok},0.8750
13-Jan-26 6:00:00 AM ICT,{ },{ok},0.7500
13-Jan-26 6:15:00 AM ICT,{ },{ok},1.0000
13-Jan-26 6:30:01 AM ICT,{ },{ok},0.8750
13-Jan-26 6:45:00 AM ICT,{ },{ok},1.0000
13-Jan-26 7:00:00 AM ICT,{ },{ok},1.1250
13-Jan-26 7:15:01 AM ICT,{ },{ok},0.8750
13-Jan-26 7:30:00 AM ICT,{ },{ok},0.8750
13-Jan-26 7:45:00 AM ICT,{ },{ok},0.8750
13-Jan-26 8:00:01 AM ICT,{ },{ok},0.7500
13-Jan-26 8:15:00 AM ICT,{ },{ok},0.8750
13-Jan-26 8:30:00 AM ICT,{ },{ok},3.1250
13-Jan-26 8:45:00 AM ICT,{ },{ok},1.2500
13-Jan-26 9:00:00 AM ICT,{ },{ok},0.7500
13-Jan-26 9:15:00 AM ICT,{ },{ok},0.6250
13-Jan-26 9:30:00 AM ICT,{ },{ok},0.6250
13-Jan-26 9:45:00 AM ICT,{ },{ok},0.6250
13-Jan-26 10:00:00 AM ICT,{ },{ok},1.1250
13-Jan-26 10:15:00 AM ICT,{ },{ok},0.6250
13-Jan-26 10:30:00 AM ICT,{ },{ok},1.2500
13-Jan-26 10:45:00 AM ICT,{ },{ok},1.0000
13-Jan-26 11:00:01 AM ICT,{ },{ok},2.0000
13-Jan-26 11:15:00 AM ICT,{ },{ok},0.7500
13-Jan-26 11:30:00 AM ICT,{ },{ok},0.3750
13-Jan-26 11:45:00 AM ICT,{ },{ok},1.3750
13-Jan-26 12:00:00 PM ICT,{ },{ok},3.3750
13-Jan-26 12:15:00 PM ICT,{ },{ok},6.0000
13-Jan-26 12:30:00 PM ICT,{ },{ok},3.5000
13-Jan-26 12:45:01 PM ICT,{ },{ok},3.5000
13-Jan-26 1:00:00 PM ICT,{ },{ok},3.3750
13-Jan-26 1:15:00 PM ICT,{ },{ok},4.5000
13-Jan-26 1:30:00 PM ICT,{ },{ok},4.3750
13-Jan-26 1:45:00 PM ICT,{ },{ok},4.7500
13-Jan-26 2:00:00 PM ICT,{ },{ok},4.3750
13-Jan-26 2:15:00 PM ICT,{ },{ok},4.6250
13-Jan-26 2:30:00 PM ICT,{ },{ok},4.7500
13-Jan-26 2:45:00 PM ICT,{ },{ok},4.3750
13-Jan-26 3:00:00 PM ICT,{ },{ok},4.5000
13-Jan-26 3:15:00 PM ICT,{ },{ok},4.5000
13-Jan-26 3:30:00 PM ICT,{ },{ok},5.7500
13-Jan-26 3:45:00 PM ICT,{ },{ok},6.0000
13-Jan-26 4:00:00 PM ICT,{ },{ok},6.1250
13-Jan-26 4:15:00 PM ICT,{ },{ok},4.5000
13-Jan-26 4:30:00 PM ICT,{ },{ok},4.0000
13-Jan-26 4:45:00 PM ICT,{ },{ok},5.3750
13-Jan-26 5:00:00 PM ICT,{ },{ok},5.5000
13-Jan-26 5:15:00 PM ICT,{ },{ok},5.2500
13-Jan-26 5:30:01 PM ICT,{ },{ok},4.7500
13-Jan-26 5:45:00 PM ICT,{ },{ok},5.1250
13-Jan-26 6:00:00 PM ICT,{ },{ok},5.5000
13-Jan-26 6:15:00 PM ICT,{ },{ok},5.1250
13-Jan-26 6:30:00 PM ICT,{ },{ok},5.8750
13-Jan-26 6:45:00 PM ICT,{ },{ok},4.8750
13-Jan-26 7:00:00 PM ICT,{ },{ok},6.6250
13-Jan-26 7:15:00 PM ICT,{ },{ok},4.6250
13-Jan-26 7:30:00 PM ICT,{ },{ok},4.8750
13-Jan-26 7:45:00 PM ICT,{ },{ok},5.7500
13-Jan-26 8:00:00 PM ICT,{ },{ok},4.8750
13-Jan-26 8:15:00 PM ICT,{ },{ok},5.1250
13-Jan-26 8:30:00 PM ICT,{ },{ok},4.3750
13-Jan-26 8:45:00 PM ICT,{ },{ok},3.8750
13-Jan-26 9:00:00 PM ICT,{ },{ok},4.6250
13-Jan-26 9:15:01 PM ICT,{ },{ok},3.8750
13-Jan-26 9:30:00 PM ICT,{ },{ok},4.2500
13-Jan-26 9:45:00 PM ICT,{ },{ok},4.1250
13-Jan-26 10:00:00 PM ICT,{ },{ok},5.1250
13-Jan-26 10:15:00 PM ICT,{ },{ok},3.8750
13-Jan-26 10:30:00 PM ICT,{ },{ok},4.1250
13-Jan-26 10:45:00 PM ICT,{ },{ok},4.1250
13-Jan-26 11:00:00 PM ICT,{ },{ok},4.0000
13-Jan-26 11:15:00 PM ICT,{ },{ok},4.3750
13-Jan-26 11:30:00 PM ICT,{ },{ok},4.1250
13-Jan-26 11:45:00 PM ICT,{ },{ok},3.8750
14-Jan-26 12:00:00 AM ICT,{ },{ok},4.7500
14-Jan-26 12:15:00 AM ICT,{ },{ok},4.6250
14-Jan-26 12:30:00 AM ICT,{ },{ok},0.8750
14-Jan-26 12:45:00 AM ICT,{ },{ok},2.0000
14-Jan-26 1:00:00 AM ICT,{ },{ok},0.6250
14-Jan-26 1:15:01 AM ICT,{ },{ok},1.1250
14-Jan-26 1:30:01 AM ICT,{ },{ok},1.0000
14-Jan-26 1:45:01 AM ICT,{ },{ok},0.8750
14-Jan-26 2:00:00 AM ICT,{ },{ok},0.8750
14-Jan-26 2:15:01 AM ICT,{ },{ok},0.7500
14-Jan-26 2:30:00 AM ICT,{ },{ok},1.0000
14-Jan-26 2:45:00 AM ICT,{ },{ok},1.0000
14-Jan-26 3:00:00 AM ICT,{ },{ok},1.1250
14-Jan-26 3:15:00 AM ICT,{ },{ok},1.2500
14-Jan-26 3:30:00 AM ICT,{ },{ok},1.1250
14-Jan-26 3:45:00 AM ICT,{ },{ok},1.2500
14-Jan-26 4:00:00 AM ICT,{ },{ok},1.5000
14-Jan-26 4:15:00 AM ICT,{ },{ok},1.3750
14-Jan-26 4:30:00 AM ICT,{ },{ok},0.8750
14-Jan-26 4:45:00 AM ICT,{ },{ok},1.1250
14-Jan-26 5:00:00 AM ICT,{ },{ok},1.0000
14-Jan-26 5:15:00 AM ICT,{ },{ok},1.2500
14-Jan-26 5:30:00 AM ICT,{ },{ok},0.6250
14-Jan-26 5:45:00 AM ICT,{ },{ok},1.3750
14-Jan-26 6:00:00 AM ICT,{ },{ok},1.2500
14-Jan-26 6:15:00 AM ICT,{ },{ok},0.5000
14-Jan-26 6:30:00 AM ICT,{ },{ok},0.7500
14-Jan-26 6:45:00 AM ICT,{ },{ok},0.8750
14-Jan-26 7:00:00 AM ICT,{ },{ok},0.6250
14-Jan-26 7:15:00 AM ICT,{ },{ok},0.6250
14-Jan-26 7:30:00 AM ICT,{ },{ok},1.0000
